hostname;INTERFACE;LINK_STATUS;ADMIN_STATE;DESCRIPTION;IP_ADDRESS;
AQUICFDZEUSR1-02;Vlan3044;up;up, autostate enabled;OUTSOURCING_PROVIDER44_AQUILA  Internet Address is 173.3.223.252/21;;
AQUICFDZEUSR1-02;Vlan3045;up;up, autostate enabled;OUTSOURCING_PROVIDER45_AQUILA  Internet Address is 173.3.231.252/21;;
AQUICFDZEUSR1-02;Vlan3046;up;up, autostate enabled;OUTSOURCING_PROVIDER46_AQUILA  Internet Address is 173.3.239.252/21;;
AQUICFDZEUSR1-02;Vlan3047;up;up, autostate enabled;OUTSOURCING_PROVIDER47_AQUILA  Internet Address is 173.3.247.252/21;;
AQUICFDZEUSR1-02;Vlan3048;up;up, autostate enabled;OUTSOURCING_PROVIDER48_AQUILA  Internet Address is 173.3.255.252/21;;
AQUICFDZEUSR1-02;Vlan3101;up;up, autostate enabled;NDG_REBOUND_PROVIDER1_AQUILA  Internet Address is 173.2.65.252/23;;
AQUICFDZEUSR1-02;Vlan3102;up;up, autostate enabled;NDG_REBOUND_PROVIDER2_AQUILA  Internet Address is 173.2.67.252/23;;
AQUICFDZEUSR1-02;Vlan3103;up;up, autostate enabled;NDG_REBOUND_PROVIDER3_AQUILA  Internet Address is 173.2.69.252/23;;
AQUICFDZEUSR1-02;Vlan3104;up;up, autostate enabled;NDG_REBOUND_PROVIDER4_AQUILA  Internet Address is 173.2.71.252/23;;
AQUICFDZEUSR1-02;Vlan3105;up;up, autostate enabled;NDG_REBOUND_PROVIDER5_AQUILA  Internet Address is 173.2.73.252/23;;
AQUICFDZEUSR1-02;Vlan3106;up;up, autostate enabled;NDG_REBOUND_PROVIDER6_AQUILA  Internet Address is 173.2.75.252/23;;
AQUICFDZEUSR1-02;Vlan3107;up;up, autostate enabled;NDG_REBOUND_PROVIDER7_AQUILA  Internet Address is 173.2.77.252/23;;
AQUICFDZEUSR1-02;Vlan3108;up;up, autostate enabled;NDG_REBOUND_PROVIDER8_AQUILA  Internet Address is 173.2.79.252/23;;
AQUICFDZEUSR1-02;Vlan3109;up;up, autostate enabled;NDG_REBOUND_PROVIDER9_AQUILA  Internet Address is 173.2.81.252/23;;
AQUICFDZEUSR1-02;Vlan3110;up;up, autostate enabled;NDG_REBOUND_PROVIDER10_AQUILA  Internet Address is 173.2.83.252/23;;
AQUICFDZEUSR1-02;Vlan3111;up;up, autostate enabled;NDG_REBOUND_PROVIDER11_AQUILA  Internet Address is 173.2.85.252/23;;
AQUICFDZEUSR1-02;Vlan3112;up;up, autostate enabled;NDG_REBOUND_PROVIDER12_AQUILA  Internet Address is 173.2.87.252/23;;
AQUICFDZEUSR1-02;Vlan3113;up;up, autostate enabled;NDG_REBOUND_PROVIDER13_AQUILA  Internet Address is 173.2.89.252/23;;
AQUICFDZEUSR1-02;Vlan3114;up;up, autostate enabled;NDG_REBOUND_PROVIDER14_AQUILA  Internet Address is 173.2.91.252/23;;
AQUICFDZEUSR1-02;Vlan3115;up;up, autostate enabled;NDG_REBOUND_PROVIDER15_AQUILA  Internet Address is 173.2.93.252/23;;
AQUICFDZEUSR1-02;Vlan3116;up;up, autostate enabled;NDG_REBOUND_PROVIDER16_AQUILA  Internet Address is 173.2.95.252/23;;
AQUICFDZEUSR1-02;Vlan3117;up;up, autostate enabled;NDG_REBOUND_PROVIDER17_AQUILA  Internet Address is 173.2.97.252/23;;
AQUICFDZEUSR1-02;Vlan3118;up;up, autostate enabled;NDG_REBOUND_PROVIDER18_AQUILA  Internet Address is 173.2.99.252/23;;
AQUICFDZEUSR1-02;Vlan3119;up;up, autostate enabled;NDG_REBOUND_PROVIDER19_AQUILA  Internet Address is 173.2.101.252/23;;
AQUICFDZEUSR1-02;Vlan3120;up;up, autostate enabled;NDG_REBOUND_PROVIDER20_AQUILA  Internet Address is 173.2.103.252/23;;
AQUICFDZEUSR1-02;Vlan3121;up;up, autostate enabled;NDG_REBOUND_PROVIDER21_AQUILA  Internet Address is 173.2.105.252/23;;
AQUICFDZEUSR1-02;Vlan3122;up;up, autostate enabled;NDG_REBOUND_PROVIDER22_AQUILA  Internet Address is 173.2.107.252/23;;
AQUICFDZEUSR1-02;Vlan3123;up;up, autostate enabled;NDG_REBOUND_PROVIDER23_AQUILA  Internet Address is 173.2.109.252/23;;
AQUICFDZEUSR1-02;Vlan3124;up;up, autostate enabled;NDG_REBOUND_PROVIDER24_AQUILA  Internet Address is 173.2.111.252/23;;
AQUICFDZEUSR1-02;Vlan3125;up;up, autostate enabled;NDG_REBOUND_PROVIDER25_AQUILA  Internet Address is 173.2.113.252/23;;
AQUICFDZEUSR1-02;Vlan3126;up;up, autostate enabled;NDG_REBOUND_PROVIDER26_AQUILA  Internet Address is 173.2.115.252/23;;
AQUICFDZEUSR1-02;Vlan3127;up;up, autostate enabled;NDG_REBOUND_PROVIDER27_AQUILA  Internet Address is 173.2.117.252/23;;
AQUICFDZEUSR1-02;Vlan3128;up;up, autostate enabled;NDG_REBOUND_PROVIDER28_AQUILA  Internet Address is 173.2.119.252/23;;
AQUICFDZEUSR1-02;Vlan3129;up;up, autostate enabled;NDG_REBOUND_PROVIDER29_AQUILA  Internet Address is 173.2.121.252/23;;
AQUICFDZEUSR1-02;Vlan3130;up;up, autostate enabled;NDG_REBOUND_PROVIDER30_AQUILA  Internet Address is 173.2.123.252/23;;
AQUICFDZEUSR1-02;Vlan3131;up;up, autostate enabled;NDG_REBOUND_PROVIDER31_AQUILA  Internet Address is 173.2.125.252/23;;
AQUICFDZEUSR1-02;Vlan3132;up;up, autostate enabled;NDG_REBOUND_PROVIDER32_AQUILA  Internet Address is 173.2.127.252/23;;
AQUICFDZEUSR1-02;Vlan3802;up;up, autostate enabled;<> To_ORI-A2_Te2/5  Internet Address is 192.2.248.5/30;;
AQUICFDZEUSR1-02;Vlan3803;up;up, autostate enabled;<> To_AQUIZEUSR1-02  Internet Address is 192.2.248.10/30;;
AQUICFDZEUSR1-02;Vlan3902;up;up, autostate enabled;<> To_ORI-A2_Te2/5.3902  Internet Address is 192.2.8.237/30;;
AQUICFDZEUSR1-02;Vlan3903;up;up, autostate enabled;<> To_AQUICFDZEUSR1-01  Internet Address is 192.2.8.234/30;;
DC2CFDZEUSA2-02;mgmt0;up;;;192.0.20.16/24;
DC2CFDZEUSA2-02;Ethernet1/1;up;up;<*>FED_DC2-B1_Te0/0/1/5_10G;;
DC2CFDZEUSA2-02;Ethernet1/1.990;up;up;FED_ADMIN_DC2-B1_Te0/0/1/5_10G;192.2.189.202/30;
DC2CFDZEUSA2-02;Ethernet1/1.2133;up;up;FED_RDS_DC2-B1_Te0/0/1/5_10G;192.2.34.146/30;
DC2CFDZEUSA2-02;Ethernet1/1.2212;up;up;FED_RIX_DC2-B1_Te0/0/1/5_10G;192.2.21.245/30;
DC2CFDZEUSA2-02;Ethernet1/1.2490;up;up;FED_RVP_ETRALI_DC2-B1_Te0/0/1/5_10G;192.2.156.82/30;
DC2CFDZEUSA2-02;Ethernet1/1.2501;up;up;FED_RVP_PRVSHAREDSERVICES_DC2-B1_Te0/0/1/5_10G;192.4.148.13/30;
DC2CFDZEUSA2-02;Ethernet1/1.3801;up;up;FED_RVP_SHAREDSERVICES_DC2-B1_Te0/0/1/5_10G;192.2.248.13/30;
DC2CFDZEUSA2-02;Ethernet1/1.3901;up;up;FED_RVP_RUS_DC2-B1_Te0/0/1/5_10G;192.2.8.229/30;
DC2CFDZEUSA2-02;Ethernet1/2;down (Administratively down);down;<*> DC2CFDZEUSA3-02_Eth1/2;;
DC2CFDZEUSA2-02;Ethernet1/3;down (Administratively down);down;<*> DC2CFDZEUSA3-02_Eth1/3;;
DC2CFDZEUSA2-02;Ethernet1/4;up;up;<*> DC2ZEUSA2-01_Eth2/14;;
DC2CFDZEUSA2-02;Ethernet1/5;up;up;<*> DC2ZEUSA2-01_Eth2/15;;
DC2CFDZEUSA2-02;Ethernet1/6;up;up;<*> DC2CLSZEUSA3-01_Eth2/14;;
DC2CFDZEUSA2-02;Ethernet1/7;up;up;<*> DC2CLSZEUSA3-02_Eth2/14;;
DC2CFDZEUSA2-02;Ethernet1/8;up;up;<*> DC2CLSZEUSB1-01_Eth1/1;;
DC2CFDZEUSA2-02;Ethernet1/9;up;up;<*> DC2CLSZEUSB1-02_Eth1/1;;
DC2CFDZEUSA2-02;Ethernet1/10;up;up;<*> DC2CLSZEUSB1-A3_Eth1/1;;
DC2CFDZEUSA2-02;Ethernet1/11;up;up;<*> DC2CLSZEUSB1-A4_Eth1/1;;
DC2CFDZEUSA2-02;Ethernet1/12;up;up;<*> DC2RETALMB1-E4_ETH1/33;;
DC2CFDZEUSA2-02;Ethernet1/13;up;up;<*> DC2RtrTsmA1-p1_Te6/4;;
DC2CFDZEUSA2-02;Ethernet1/14;up;up;SIGMA_DC2A4-MATRIXG-01;;
DC2CFDZEUSA2-02;Ethernet1/15;up;up;RESERVER_SIGMA-SPAN;;
DC2CFDZEUSA2-02;Ethernet1/16;up;up;SIGMA_DC2A4-MATRIXG-01;;
DC2CFDZEUSA2-02;Ethernet1/17;down (Administratively down);down;<*> DC2CFDZEUSA3-02_Po10;;
DC2CFDZEUSA2-02;Ethernet1/18;down (Administratively down);down;<*> DC2CFDZEUSA3-02_Eth1/18;;
DC2CFDZEUSA2-02;Ethernet1/19;down (SFP not inserted);down;;;
DC2CFDZEUSA2-02;Ethernet1/20;up;up;DC2A2-ZEUS-SDX-A1_10/1;;
DC2CFDZEUSA2-02;Ethernet1/21;up;up;DC2A2-ZEUS-SDX-A1_10/2;;
DC2CFDZEUSA2-02;Ethernet1/22;up;up;DC2A2-ZEUS-SDX-A1_10/3;;
DC2CFDZEUSA2-02;Ethernet1/23;up;up;DC2A2-ZEUS-SDX-A1_10/4;;
DC2CFDZEUSA2-02;Ethernet1/24;down (SFP not inserted);down;reservedByX098762;;
DC2CFDZEUSA2-02;Ethernet2/1;up;up;<*> DC2CFDZEUSA3-02_Eth2/1;;
DC2CFDZEUSA2-02;Ethernet2/2;down (Administratively down);down;RESERVED_FUTUR_L3BTOB;;
DC2CFDZEUSA2-02;Ethernet2/3;down (XCVR not inserted);down;RESERVED;;
DC2CFDZEUSA2-02;Ethernet2/4;down (XCVR not inserted);down;RESERVED;;
DC2CFDZEUSA2-02;Ethernet2/5;up;up;<*> DC2CLSZEUSA2-05_Eth2/3;;
DC2CFDZEUSA2-02;Ethernet2/6;up;up;<*> DC2CLSZEUSA2-06_Eth2/3;;
DC2CFDZEUSA2-02;Ethernet2/7;up;up;<*> DC2CLSZEUSA2-07_Eth1/51;;
DC2CFDZEUSA2-02;Ethernet2/8;up;up;<*> DC2CLSZEUSA2-08_Eth1/51;;
DC2CFDZEUSA2-02;Ethernet2/9;down (XCVR not inserted);down;RESERVED;;
DC2CFDZEUSA2-02;Ethernet2/10;down (XCVR not inserted);down;RESERVED;;
DC2CFDZEUSA2-02;Ethernet2/11;up;up;<*> DC2CLSZEUSA3-03_ETH1_51;;
DC2CFDZEUSA2-02;Ethernet2/12;up;up;<*> DC2CLSZEUSA3-03_ETH1_51;;
DC2CFDZEUSA2-02;Ethernet3/1;down (Error disabled);up;<*> DC2CFDZEUSA3-02_Eth3/1;;
DC2CFDZEUSA2-02;Ethernet3/2;down (Administratively down);down;RESERVED_FUTUR_L3BTOB;;
DC2CFDZEUSA2-02;Ethernet3/3;down (XCVR not inserted);down;;;
DC2CFDZEUSA2-02;Ethernet3/4;down (XCVR not inserted);down;;;
DC2CFDZEUSA2-02;Ethernet3/5;down (XCVR not inserted);down;;;
DC2CFDZEUSA2-02;Ethernet3/6;down (XCVR not inserted);down;;;
DC2CFDZEUSA2-02;Ethernet3/7;down (XCVR not inserted);down;;;
DC2CFDZEUSA2-02;Ethernet3/8;down (XCVR not inserted);down;;;
DC2CFDZEUSA2-02;Ethernet3/9;down (XCVR not inserted);down;;;
DC2CFDZEUSA2-02;Ethernet3/10;down (XCVR not inserted);down;;;
DC2CFDZEUSA2-02;Ethernet3/11;down (XCVR not inserted);down;;;
DC2CFDZEUSA2-02;Ethernet3/12;down (XCVR not inserted);down;;;
DC2CFDZEUSA2-02;port-channel10;down (Administratively down);;<*> DC2CFDZEUSA3-02_Po10;;
DC2CFDZEUSA2-02;port-channel11;up;;<*> DC2CFDZEUSA3-02_Po11_INTERSWITCH;;
DC2CFDZEUSA2-02;port-channel52;up;;<*> DC2CLSZEUSA3-01/02_Po52_VPC;;
DC2CFDZEUSA2-02;port-channel54;up;;<*> DC2CLSZEUSA2-05_6_Po200;;
DC2CFDZEUSA2-02;port-channel56;up;;<*> DC2CLSZEUSA2-07_8_Po202;;
DC2CFDZEUSA2-02;port-channel70;up;;DC2A2-ZEUS-SDX-A1_LA1;;
DC2CFDZEUSA2-02;port-channel71;up;;DC2A2-ZEUS-SDX-A1_LA2;;
DC2CFDZEUSA2-02;port-channel202;up;;<*> DC2CLSZEUSA3-03_04_Po202;;
DC2CFDZEUSA2-02;port-channel4093;up;;<*> DC2CLSZEUSB1-A3/A4_Po4093_VPC;;
DC2CFDZEUSA2-02;port-channel4094;down (No operational members);;;;
DC2CFDZEUSA2-02;port-channel4095;up;;<*> DC2CLSZEUSB1-01/02_Po4095_VPC;;
DC2CFDZEUSA2-02;loopback1;up;;;192.2.20.132/32;
DC2CFDZEUSA2-02;loopback2;up;;;192.2.30.132/32;
DC2CFDZEUSA2-02;loopback29;up;;management_RVP_ETRALI;192.2.155.132/32;
DC2CFDZEUSA2-02;loopback37;up;;;192.2.245.132/32;
DC2CFDZEUSA2-02;loopback42;up;;;192.4.145.132/32;
DC2CFDZEUSA2-02;loopback53;up;;;192.2.7.132/32;
DC2CFDZEUSA2-02;loopback90;up;;LBK_MULTICAST_RP_RVP_RUS;192.2.7.254/32;
DC2CFDZEUSA2-02;Vlan1;down (Administratively down);down, autostate enabled;;;
DC2CFDZEUSA2-02;Vlan10;up;up, autostate enabled;;175.128.15.252/21;
DC2CFDZEUSA2-02;Vlan11;up;up, autostate enabled;;175.192.15.252/21;
DC2CFDZEUSA2-02;Vlan12;up;up, autostate enabled;;175.224.15.252/21;
DC2CFDZEUSA2-02;Vlan15;up;up, autostate enabled;;175.56.7.253/21;
DC2CFDZEUSA2-02;Vlan16;up;up, autostate enabled;;175.56.15.253/21;
DC2CFDZEUSA2-02;Vlan17;up;up, autostate enabled;;175.56.23.253/21;
DC2CFDZEUSA2-02;Vlan18;up;up, autostate enabled;;175.56.31.253/21;
DC2CFDZEUSA2-02;Vlan19;up;up, autostate enabled;;175.56.39.253/21;
DC2CFDZEUSA2-02;Vlan20;up;up, autostate enabled;ADMIN_NAS  Internet Address is 174.129.0.252/24;;
DC2CFDZEUSA2-02;Vlan22;down (Administratively down);down, autostate enabled;PZEUS_NonRouted_Antivirus - KEEP SHUT L2 ONLY  Internet Address is 10.0.56.1/21;;
DC2CFDZEUSA2-02;Vlan23;up;up, autostate enabled;PZEUS_STD_FO_VARONIS  Internet Address is 175.128.23.252/21;;
DC2CFDZEUSA2-02;Vlan24;up;up, autostate enabled;IPT-SRV  Internet Address is 184.36.1.4/24;;
DC2CFDZEUSA2-02;Vlan25;up;up, autostate enabled;<> Vlan-Palantir  Internet Address is 193.105.135.252/29;;
DC2CFDZEUSA2-02;Vlan30;up;up, autostate enabled;HDI_AGILE_MARK_DC2  Internet Address is 173.1.192.252/24;;
DC2CFDZEUSA2-02;Vlan51;up;up, autostate enabled;SIPO-PHYSIQUE-PROD  Internet Address is 192.131.56.18/28;;
DC2CFDZEUSA2-02;Vlan53;up;up, autostate enabled;SIPO-PHYSIQUE-HOMO  Internet Address is 192.131.56.2/28;;
DC2CFDZEUSA2-02;Vlan168;up;up, autostate enabled;RLPIT-MULTICAST  Internet Address is 192.16.240.28/27;;
DC2CFDZEUSA2-02;Vlan995;up;up, autostate enabled;NOOBA_Admin  Internet Address is 192.0.21.55/27;;
DC2CFDZEUSA2-02;Vlan1200;up;up, autostate enabled;PZEUS_INTERCO_LB  Internet Address is 175.0.0.253/24;;
DC2CFDZEUSA2-02;Vlan1201;up;up, autostate enabled;NS_INTERCO_HOMO  Internet Address is 175.0.1.253/24;;
DC2CFDZEUSA2-02;Vlan1202;up;up, autostate enabled;CFD_NS_DISPATCH_PROD  Internet Address is 175.0.2.4/29;;
DC2CFDZEUSA2-02;Vlan1820;up;up, autostate enabled;GW_SBC_DC2  Internet Address is 193.109.0.252/24;;
DC2CFDZEUSA2-02;Vlan2134;up;up, autostate enabled;<*> FED_RDS_DC2CFDZEUSA3-02_2134_10G  Internet Address is 192.2.34.153/30;;
DC2CFDZEUSA2-02;Vlan2214;up;up, autostate enabled;<> RIX_To_DC2CFDZEUSA3-02_PO10  Internet Address is 192.2.21.158/30;;
DC2CFDZEUSA2-02;Vlan2492;up;up, autostate enabled;<> DC2CFDZEUSA3-02  Internet Address is 192.2.156.89/30;;
DC2CFDZEUSA2-02;Vlan2503;up;up, autostate enabled;PRVSHAREDSERVICES_To_DC2ZEUSA2-02  Internet Address is 192.4.148.21/30;;
DC2CFDZEUSA2-02;Vlan3001;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.1.252/23;;
DC2CFDZEUSA2-02;Vlan3002;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.3.252/23;;
DC2CFDZEUSA2-02;Vlan3003;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.5.252/23;;
DC2CFDZEUSA2-02;Vlan3004;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.7.252/23;;
DC2CFDZEUSA2-02;Vlan3005;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.9.252/23;;
DC2CFDZEUSA2-02;Vlan3006;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.11.252/23;;
DC2CFDZEUSA2-02;Vlan3007;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.13.252/23;;
DC2CFDZEUSA2-02;Vlan3008;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.15.252/23;;
DC2CFDZEUSA2-02;Vlan3009;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.17.252/23;;
DC2CFDZEUSA2-02;Vlan3010;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.19.252/23;;
DC2CFDZEUSA2-02;Vlan3011;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.21.252/23;;
DC2CFDZEUSA2-02;Vlan3012;up;up, autostate enabled;OUTSOURCING_SERVICES  Internet Address is 173.1.23.252/23;;
DC2CFDZEUSA2-02;Vlan3013;up;up, autostate enabled;OUTSOURCING_PROVIDER13_DC2  Internet Address is 173.1.25.253/23;;
DC2CFDZEUSA2-02;Vlan3014;up;up, autostate enabled;OUTSOURCING_GIMS-SGGSC1_DC2  Internet Address is 173.1.27.253/23;;
DC2CFDZEUSA2-02;Vlan3015;up;up, autostate enabled;OUTSOURCING_GIMS-SGGSC2_DC2  Internet Address is 173.1.29.253/23;;
DC2CFDZEUSA2-02;Vlan3016;up;up, autostate enabled;OUTSOURCING_PROVIDER16_DC2  Internet Address is 173.1.31.253/23;;
DC2CFDZEUSA2-02;Vlan3017;up;up, autostate enabled;OUTSOURCING_PROVIDER17_DC2  Internet Address is 173.1.33.253/23;;
DC2CFDZEUSA2-02;Vlan3018;up;up, autostate enabled;OUTSOURCING_SIOP-OUTSOURCER1_DC2  Internet Address is 173.1.35.253/23;;
DC2CFDZEUSA2-02;Vlan3019;up;up, autostate enabled;OUTSOURCING_SIOP-OUTSOURCER2_DC2  Internet Address is 173.1.37.253/23;;
DC2CFDZEUSA2-02;Vlan3020;up;up, autostate enabled;OUTSOURCING_SIOP-OUTSOURCER3_DC2  Internet Address is 173.1.39.253/23;;
DC2CFDZEUSA2-02;Vlan3021;up;up, autostate enabled;OUTSOURCING_PROVIDER21_DC2  Internet Address is 173.1.41.253/23;;
DC2CFDZEUSA2-02;Vlan3022;up;up, autostate enabled;OUTSOURCING_PROVIDER22_DC2  Internet Address is 173.1.43.253/23;;
DC2CFDZEUSA2-02;Vlan3023;up;up, autostate enabled;OUTSOURCING_PROVIDER23_DC2  Internet Address is 173.1.45.253/23;;
DC2CFDZEUSA2-02;Vlan3024;up;up, autostate enabled;OUTSOURCING_PROVIDER24_DC2  Internet Address is 173.1.47.253/23;;
DC2CFDZEUSA2-02;Vlan3025;up;up, autostate enabled;OUTSOURCING_PROVIDER25_DC2  Internet Address is 173.1.49.253/23;;
DC2CFDZEUSA2-02;Vlan3026;up;up, autostate enabled;OUTSOURCING_PROVIDER26_DC2  Internet Address is 173.1.51.253/23;;
DC2CFDZEUSA2-02;Vlan3027;up;up, autostate enabled;OUTSOURCING_PROVIDER27_DC2  Internet Address is 173.1.53.253/23;;
DC2CFDZEUSA2-02;Vlan3028;up;up, autostate enabled;OUTSOURCING_PROVIDER28_DC2  Internet Address is 173.1.55.253/23;;
DC2CFDZEUSA2-02;Vlan3029;up;up, autostate enabled;OUTSOURCING_PROVIDER29_DC2  Internet Address is 173.1.57.253/23;;
DC2CFDZEUSA2-02;Vlan3030;up;up, autostate enabled;OUTSOURCING_PROVIDER30_DC2  Internet Address is 173.1.59.253/23;;
DC2CFDZEUSA2-02;Vlan3031;up;up, autostate enabled;OUTSOURCING_PROVIDER31_DC2  Internet Address is 173.1.61.253/23;;
DC2CFDZEUSA2-02;Vlan3032;up;up, autostate enabled;OUTSOURCING_PROVIDER32_DC2  Internet Address is 173.1.63.253/23;;
DC2CFDZEUSA2-02;Vlan3033;up;up, autostate enabled;OUTSOURCING_PROVIDER33_MARCOUSSIS  Internet Address is 173.3.7.253/21;;
DC2CFDZEUSA2-02;Vlan3034;up;up, autostate enabled;OUTSOURCING_PROVIDER34_MARCOUSSIS  Internet Address is 173.3.15.253/21;;
DC2CFDZEUSA2-02;Vlan3035;up;up, autostate enabled;OUTSOURCING_PROVIDER35_MARCOUSSIS  Internet Address is 173.3.23.253/21;;
DC2CFDZEUSA2-02;Vlan3036;up;up, autostate enabled;OUTSOURCING_PROVIDER36_MARCOUSSIS  Internet Address is 173.3.31.253/21;;
DC2CFDZEUSA2-02;Vlan3037;up;up, autostate enabled;OUTSOURCING_PROVIDER37_MARCOUSSIS  Internet Address is 173.3.39.253/21;;
DC2CFDZEUSA2-02;Vlan3038;up;up, autostate enabled;OUTSOURCING_PROVIDER38_MARCOUSSIS  Internet Address is 173.3.47.253/21;;
DC2CFDZEUSA2-02;Vlan3039;up;up, autostate enabled;OUTSOURCING_PROVIDER39_MARCOUSSIS  Internet Address is 173.3.55.253/21;;
DC2CFDZEUSA2-02;Vlan3040;up;up, autostate enabled;OUTSOURCING_PROVIDER40_MARCOUSSIS  Internet Address is 173.3.63.253/21;;
DC2CFDZEUSA2-02;Vlan3041;up;up, autostate enabled;OUTSOURCING_PROVIDER41_MARCOUSSIS  Internet Address is 173.3.71.253/21;;
DC2CFDZEUSA2-02;Vlan3042;up;up, autostate enabled;OUTSOURCING_PROVIDER42_MARCOUSSIS  Internet Address is 173.3.79.253/21;;
DC2CFDZEUSA2-02;Vlan3043;up;up, autostate enabled;OUTSOURCING_PROVIDER43_MARCOUSSIS  Internet Address is 173.3.87.253/21;;
DC2CFDZEUSA2-02;Vlan3044;up;up, autostate enabled;OUTSOURCING_PROVIDER44_MARCOUSSIS  Internet Address is 173.3.95.253/21;;
DC2CFDZEUSA2-02;Vlan3045;up;up, autostate enabled;OUTSOURCING_PROVIDER45_MARCOUSSIS  Internet Address is 173.3.103.253/21;;
DC2CFDZEUSA2-02;Vlan3046;up;up, autostate enabled;OUTSOURCING_PROVIDER46_MARCOUSSIS  Internet Address is 173.3.111.253/21;;
DC2CFDZEUSA2-02;Vlan3047;up;up, autostate enabled;OUTSOURCING_PROVIDER47_MARCOUSSIS  Internet Address is 173.3.119.253/21;;
DC2CFDZEUSA2-02;Vlan3048;up;up, autostate enabled;OUTSOURCING_PROVIDER48_MARCOUSSIS  Internet Address is 173.3.127.253/21;;
DC2CFDZEUSA2-02;Vlan3101;up;up, autostate enabled;NDG_REBOUND_PROVIDER1_DC2  Internet Address is 173.2.0.252/23;;
DC2CFDZEUSA2-02;Vlan3102;up;up, autostate enabled;NDG_REBOUND_PROVIDER2_DC2  Internet Address is 173.2.2.252/23;;
DC2CFDZEUSA2-02;Vlan3103;up;up, autostate enabled;NDG_REBOUND_PROVIDER3_DC2  Internet Address is 173.2.4.252/23;;
DC2CFDZEUSA2-02;Vlan3104;up;up, autostate enabled;NDG_REBOUND_PROVIDER4_DC2  Internet Address is 173.2.6.252/23;;
DC2CFDZEUSA2-02;Vlan3105;up;up, autostate enabled;NDG_REBOUND_PROVIDER5_DC2  Internet Address is 173.2.9.252/23;;
DC2CFDZEUSA2-02;Vlan3106;up;up, autostate enabled;NDG_REBOUND_PROVIDER6_DC2  Internet Address is 173.2.11.252/23;;
DC2CFDZEUSA2-02;Vlan3107;up;up, autostate enabled;NDG_REBOUND_PROVIDER7_DC2  Internet Address is 173.2.13.252/23;;
DC2CFDZEUSA2-02;Vlan3108;up;up, autostate enabled;NDG_REBOUND_PROVIDER8_DC2  Internet Address is 173.2.15.252/23;;
DC2CFDZEUSA2-02;Vlan3109;up;up, autostate enabled;NDG_REBOUND_PROVIDER9_DC2  Internet Address is 173.2.17.252/23;;
DC2CFDZEUSA2-02;Vlan3110;up;up, autostate enabled;NDG_REBOUND_PROVIDER10_DC2  Internet Address is 173.2.19.252/23;;
