hostname;INTERFACE;LINK_STATUS;ADMIN_STATE;HARDWARE_TYPE;ADDRESS;BIA;DESCRIPTION;IP_ADDRESS;MTU;DUPLEX;SPEED;BANDWIDTH;DELAY;ENCAPSULATION;
;Ethernet3/5;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.66c2;247e.120a.7774;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet3/6;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.66c2;247e.120a.7778;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet3/7;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.66c2;247e.120a.777c;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet3/8;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.66c2;247e.120a.7780;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet3/9;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.66c2;247e.120a.7784;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet3/10;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.66c2;247e.120a.7788;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet3/11;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.66c2;247e.120a.778c;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet3/12;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.66c2;247e.120a.7790;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;port-channel10;down (Administratively down);;Port-Channel;0000.0000.0000;0000.0000.0000;<*> DC2CFDZEUSA2-02_Po10;;9216;auto-duplex;10 Gb/s;100000 Kbit;10 usec;ARPA;
;port-channel11;up;;Port-Channel;701f.537e.39b4;701f.537e.39b4;<*> DC2CFDZEUSA3-02_Po11_INTERSWITCH;;9216;full-duplex;40 Gb/s;40000000 Kbit;10 usec;ARPA;
;port-channel53;up;;Port-Channel;8478.ac25.1791;8478.ac25.1791;DC2CLSZEUSA3-01/02_Eth2/15_VPC;;9216;full-duplex;10 Gb/s;20000000 Kbit;10 usec;ARPA;
;port-channel55;up;;Port-Channel;701f.537e.39c8;701f.537e.39c8;<*> DC2CLSZEUSA2-05_6_Po201;;9216;full-duplex;40 Gb/s;80000000 Kbit;10 usec;ARPA;
;port-channel57;up;;Port-Channel;701f.537e.39cc;701f.537e.39cc;<*> DC2CLSZEUSA2-07_8_Po203;;9216;full-duplex;40 Gb/s;80000000 Kbit;10 usec;ARPA;
;port-channel70;up;;Port-Channel;8478.ac25.179f;8478.ac25.179f;DC2A3-ZEUS-SDX-A2_LA1;;9216;full-duplex;10 Gb/s;20000000 Kbit;10 usec;ARPA;
;port-channel71;up;;Port-Channel;8478.ac25.17a1;8478.ac25.17a1;DC2A3-ZEUS-SDX-A2_LA2;;9216;full-duplex;10 Gb/s;20000000 Kbit;10 usec;ARPA;
;port-channel203;up;;Port-Channel;701f.537e.39e0;701f.537e.39e0;<*> DC2CLSZEUSA3-03_04_Po203;;9216;full-duplex;40 Gb/s;80000000 Kbit;10 usec;ARPA;
;port-channel4092;up;;Port-Channel;8478.ac25.1795;8478.ac25.1795;<*> DC2CLSZEUSB1-A3/A4_Po4092_VPC;;9216;full-duplex;10 Gb/s;20000000 Kbit;10 usec;ARPA;
;port-channel4094;up;;Port-Channel;8478.ac25.1794;8478.ac25.1794;<*> DC2CLSZEUSB1-01/02_Po4094;;9216;full-duplex;10 Gb/s;20000000 Kbit;10 usec;ARPA;
;loopback1;up;;;;;;192.2.20.133/32;1500;;;8000000 Kbit;5000 usec;LOOPBACK;
;loopback2;up;;;;;;192.2.30.133/32;1500;;;8000000 Kbit;5000 usec;LOOPBACK;
;loopback29;up;;;;;management_RVP_ETRALI;192.2.155.133/32;1500;;;8000000 Kbit;5000 usec;LOOPBACK;
;loopback37;up;;;;;;192.2.245.133/32;1500;;;8000000 Kbit;5000 usec;LOOPBACK;
;loopback42;up;;;;;;192.4.145.133/32;1500;;;8000000 Kbit;5000 usec;LOOPBACK;
;loopback53;up;;;;;;192.2.7.133/32;1500;;;8000000 Kbit;5000 usec;LOOPBACK;
;loopback90;up;;;;;LBK_MULTICAST_RP_RVP_RUS;192.2.7.254/32;1500;;;8000000 Kbit;5000 usec;LOOPBACK;
;Vlan1;down (Administratively down);down, autostate enabled;EtherSVI;8478.ac1e.66c2;;;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan10;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;;175.128.15.253/21;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan11;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;;175.192.15.253/21;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan12;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;;175.224.15.253/21;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan15;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;;175.56.7.252/21;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan16;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;;175.56.15.252/21;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan17;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;;175.56.23.252/21;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan18;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;;175.56.31.252/21;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan19;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;;175.56.39.252/21;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan20;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;ADMIN_NAS  Internet Address is 174.129.0.253/24;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan22;down (Administratively down);down, autostate enabled;EtherSVI;8478.ac1e.66c2;;PZEUS_NonRouted_Antivirus - KEEP SHUT L2 ONLY  Internet Address is 10.0.56.2/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan23;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;PZEUS_STD_FO_VARONIS  Internet Address is 175.128.23.253/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan24;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;IPT-SRV  Internet Address is 184.36.1.3/24;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan25;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;<> Vlan-Palantir  Internet Address is 193.105.135.253/29;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan30;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;HDI_AGILE_MARK_DC2  Internet Address is 173.1.192.253/24;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan51;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;SIPO-PHYSIQUE-PROD  Internet Address is 192.131.56.19/28;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan53;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;SIPO-PHYSIQUE-HOMO  Internet Address is 192.131.56.3/28;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan168;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;RLPIT-MULTICAST  Internet Address is 192.16.240.29/27;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan995;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NOOBA_Admin  Internet Address is 192.0.21.54/27;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan1200;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;PZEUS_INTERCO_LB  Internet Address is 175.0.0.252/24;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan1201;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NS_INTERCO_HOMO  Internet Address is 175.0.1.252/24;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan1202;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;CFD_NS_DISPATCH_PROD  Internet Address is 175.0.2.5/29;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan1820;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;GW_SBC_DC2  Internet Address is 193.109.0.253/24;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan2134;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;DC2CFDZEUSA3-02  Internet Address is 192.2.34.154/30;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan2214;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;<> RIX_To_DC2CFDZEUSA2-02_PO10  Internet Address is 192.2.21.157/30;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan2492;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;<> DC2CFDZEUSA3-02  Internet Address is 192.2.156.90/30;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan2503;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;PRVSHAREDSERVICES_To_ DC2ZEUSA2-01  Internet Address is 192.4.148.22/30;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan3001;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_SERVICES  Internet Address is 173.1.1.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3002;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_SERVICES  Internet Address is 173.1.3.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3003;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_SERVICES  Internet Address is 173.1.5.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3004;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_SERVICES  Internet Address is 173.1.7.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3005;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_SERVICES  Internet Address is 173.1.9.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3006;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_SERVICES  Internet Address is 173.1.11.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3007;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_SERVICES  Internet Address is 173.1.13.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3008;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_SERVICES  Internet Address is 173.1.15.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3009;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_SERVICES  Internet Address is 173.1.17.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3010;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_SERVICES  Internet Address is 173.1.19.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3011;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_SERVICES  Internet Address is 173.1.21.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3012;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_SERVICES  Internet Address is 173.1.23.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3013;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER13_DC2  Internet Address is 173.1.25.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3014;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_GIMS-SGGSC1_DC2  Internet Address is 173.1.27.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3015;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_GIMS-SGGSC2_DC2  Internet Address is 173.1.29.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3016;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER16_DC2  Internet Address is 173.1.31.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3017;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER17_DC2  Internet Address is 173.1.33.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3018;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_SIOP-OUTSOURCER1_DC2  Internet Address is 173.1.35.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3019;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_SIOP-OUTSOURCER2_DC2  Internet Address is 173.1.37.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3020;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_SIOP-OUTSOURCER3_DC2  Internet Address is 173.1.39.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3021;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER21_DC2  Internet Address is 173.1.41.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3022;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER22_DC2  Internet Address is 173.1.43.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3023;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER23_DC2  Internet Address is 173.1.45.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3024;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER24_DC2  Internet Address is 173.1.47.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3025;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER25_DC2  Internet Address is 173.1.49.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3026;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER26_DC2  Internet Address is 173.1.51.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3027;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER27_DC2  Internet Address is 173.1.53.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3028;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER28_DC2  Internet Address is 173.1.55.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3029;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER29_DC2  Internet Address is 173.1.57.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3030;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER30_DC2  Internet Address is 173.1.59.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3031;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER31_DC2  Internet Address is 173.1.61.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3032;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER32_DC2  Internet Address is 173.1.63.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3033;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER33_MARCOUSSIS  Internet Address is 173.3.7.252/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3034;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER34_MARCOUSSIS  Internet Address is 173.3.15.252/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3035;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER35_MARCOUSSIS  Internet Address is 173.3.23.252/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3036;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER36_MARCOUSSIS  Internet Address is 173.3.31.252/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3037;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER37_MARCOUSSIS  Internet Address is 173.3.39.252/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3038;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER38_MARCOUSSIS  Internet Address is 173.3.47.252/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3039;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER39_MARCOUSSIS  Internet Address is 173.3.55.252/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3040;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER40_MARCOUSSIS  Internet Address is 173.3.63.252/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3041;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER41_MARCOUSSIS  Internet Address is 173.3.71.252/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3042;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER42_MARCOUSSIS  Internet Address is 173.3.79.252/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3043;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER43_MARCOUSSIS  Internet Address is 173.3.87.252/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3044;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER44_MARCOUSSIS  Internet Address is 173.3.95.252/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3045;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER45_MARCOUSSIS  Internet Address is 173.3.103.252/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3046;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER46_MARCOUSSIS  Internet Address is 173.3.111.252/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3047;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER47_MARCOUSSIS  Internet Address is 173.3.119.252/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3048;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;OUTSOURCING_PROVIDER48_MARCOUSSIS  Internet Address is 173.3.127.252/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3101;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER1_DC2  Internet Address is 173.2.0.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3102;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER2_DC2  Internet Address is 173.2.2.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3103;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER3_DC2  Internet Address is 173.2.4.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3104;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER4_DC2  Internet Address is 173.2.6.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3105;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER5_DC2  Internet Address is 173.2.9.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3106;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER6_DC2  Internet Address is 173.2.11.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3107;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER7_DC2  Internet Address is 173.2.13.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3108;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER8_DC2  Internet Address is 173.2.15.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3109;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER9_DC2  Internet Address is 173.2.17.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3110;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER10_DC2  Internet Address is 173.2.19.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3111;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER11_DC2  Internet Address is 173.2.21.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3112;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER12_DC2  Internet Address is 173.2.23.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3113;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER13_DC2  Internet Address is 173.2.25.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3114;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER14_DC2  Internet Address is 173.2.27.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3115;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER15_DC2  Internet Address is 173.2.29.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3116;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER16_DC2  Internet Address is 173.2.31.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3117;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER17_DC2  Internet Address is 173.2.33.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3118;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER18_DC2  Internet Address is 173.2.35.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3119;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER19_DC2  Internet Address is 173.2.37.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3120;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER20_DC2  Internet Address is 173.2.39.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3121;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER21_DC2  Internet Address is 173.2.41.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3122;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER22_DC2  Internet Address is 173.2.43.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3123;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER23_DC2  Internet Address is 173.2.45.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3124;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER24_DC2  Internet Address is 173.2.47.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3125;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER25_DC2  Internet Address is 173.2.49.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3126;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER26_DC2  Internet Address is 173.2.51.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3127;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER27_DC2  Internet Address is 173.2.53.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3128;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER28_DC2  Internet Address is 173.2.55.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3129;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER29_DC2  Internet Address is 173.2.57.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3130;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER30_DC2  Internet Address is 173.2.59.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3131;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER31_DC2  Internet Address is 173.2.61.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3132;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;NDG_REBOUND_PROVIDER32_DC2  Internet Address is 173.2.63.253/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3803;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;<> To_DC2ZEUSA2-01  Internet Address is 192.2.248.22/30;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan3877;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;LAN_TSM_SHARED_SERVICES_DC2  Internet Address is 175.57.1.29/27;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3903;up;up, autostate enabled;EtherSVI;8478.ac1e.66c2;;<> To_DC2CFDZEUSA2-02  Internet Address is 192.2.8.221/30;;1500;;;1000000 Kbit;10 usec;ARPA;
;mgmt0;up;;GigabitEthernet;544a.00ad.a363;544a.00ad.a363;;192.0.0.87/24;1500;full-duplex;1000 Mb/s;1000000 Kbit;10 usec;ARPA;
;Ethernet1/1;up;up;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8c94;FED_SC2-A1_Te0/0/0/8_10G;;1500;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/1.1501;up;up;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8c94;FED_ADMIN_SC2-A1_Te0/0/0/8_10G;192.2.189.173/30;1500;;;10000000 Kbit;10 usec;802;
;Ethernet1/1.2490;up;up;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8c94;FED_RVP_ETRALI_SC2-A1_Te0/0/0/8_10G;192.2.156.94/30;1500;;;10000000 Kbit;10 usec;802;
;Ethernet1/1.2501;up;up;1000/10000 Ethernet;002a.6aa4.3e42;544a.00ad.8c94;FED_RVP_PRVSHAREDSERVICES_SC2-A1_Te0/0/0/8_10G;192.4.148.49/30;1500;;;10000000 Kbit;10 usec;802;
