hostname;INTERFACE;LINK_STATUS;ADMIN_STATE;HARDWARE_TYPE;ADDRESS;BIA;DESCRIPTION;IP_ADDRESS;MTU;DUPLEX;SPEED;BANDWIDTH;DELAY;ENCAPSULATION;
;Vlan3044;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;OUTSOURCING_PROVIDER44_AQUILA  Internet Address is 173.3.223.252/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3045;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;OUTSOURCING_PROVIDER45_AQUILA  Internet Address is 173.3.231.252/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3046;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;OUTSOURCING_PROVIDER46_AQUILA  Internet Address is 173.3.239.252/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3047;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;OUTSOURCING_PROVIDER47_AQUILA  Internet Address is 173.3.247.252/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3048;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;OUTSOURCING_PROVIDER48_AQUILA  Internet Address is 173.3.255.252/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3101;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER1_AQUILA  Internet Address is 173.2.65.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3102;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER2_AQUILA  Internet Address is 173.2.67.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3103;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER3_AQUILA  Internet Address is 173.2.69.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3104;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER4_AQUILA  Internet Address is 173.2.71.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3105;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER5_AQUILA  Internet Address is 173.2.73.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3106;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER6_AQUILA  Internet Address is 173.2.75.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3107;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER7_AQUILA  Internet Address is 173.2.77.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3108;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER8_AQUILA  Internet Address is 173.2.79.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3109;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER9_AQUILA  Internet Address is 173.2.81.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3110;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER10_AQUILA  Internet Address is 173.2.83.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3111;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER11_AQUILA  Internet Address is 173.2.85.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3112;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER12_AQUILA  Internet Address is 173.2.87.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3113;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER13_AQUILA  Internet Address is 173.2.89.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3114;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER14_AQUILA  Internet Address is 173.2.91.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3115;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER15_AQUILA  Internet Address is 173.2.93.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3116;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER16_AQUILA  Internet Address is 173.2.95.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3117;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER17_AQUILA  Internet Address is 173.2.97.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3118;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER18_AQUILA  Internet Address is 173.2.99.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3119;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER19_AQUILA  Internet Address is 173.2.101.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3120;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER20_AQUILA  Internet Address is 173.2.103.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3121;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER21_AQUILA  Internet Address is 173.2.105.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3122;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER22_AQUILA  Internet Address is 173.2.107.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3123;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER23_AQUILA  Internet Address is 173.2.109.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3124;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER24_AQUILA  Internet Address is 173.2.111.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3125;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER25_AQUILA  Internet Address is 173.2.113.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3126;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER26_AQUILA  Internet Address is 173.2.115.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3127;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER27_AQUILA  Internet Address is 173.2.117.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3128;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER28_AQUILA  Internet Address is 173.2.119.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3129;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER29_AQUILA  Internet Address is 173.2.121.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3130;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER30_AQUILA  Internet Address is 173.2.123.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3131;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER31_AQUILA  Internet Address is 173.2.125.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3132;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;NDG_REBOUND_PROVIDER32_AQUILA  Internet Address is 173.2.127.252/23;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan3802;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;<> To_ORI-A2_Te2/5  Internet Address is 192.2.248.5/30;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan3803;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;<> To_AQUIZEUSR1-02  Internet Address is 192.2.248.10/30;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan3902;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;<> To_ORI-A2_Te2/5.3902  Internet Address is 192.2.8.237/30;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan3903;up;up, autostate enabled;EtherSVI;002a.6aa3.fac2;;<> To_AQUICFDZEUSR1-01  Internet Address is 192.2.8.234/30;;1500;;;1000000 Kbit;10 usec;ARPA;
;mgmt0;up;;GigabitEthernet;8478.ac21.9cbf;8478.ac21.9cbf;;192.0.20.16/24;1500;full-duplex;1000 Mb/s;1000000 Kbit;10 usec;ARPA;
;Ethernet1/1;up;up;10000 Ethernet;8478.ac1e.9842;8478.ac24.b04c;<*>FED_DC2-B1_Te0/0/1/5_10G;;1500;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/1.990;up;up;10000 Ethernet;8478.ac1e.9842;8478.ac24.b04c;FED_ADMIN_DC2-B1_Te0/0/1/5_10G;192.2.189.202/30;1500;;;10000000 Kbit;10 usec;802;
;Ethernet1/1.2133;up;up;10000 Ethernet;8478.ac1e.9842;8478.ac24.b04c;FED_RDS_DC2-B1_Te0/0/1/5_10G;192.2.34.146/30;1500;;;10000000 Kbit;10 usec;802;
;Ethernet1/1.2212;up;up;10000 Ethernet;8478.ac1e.9842;8478.ac24.b04c;FED_RIX_DC2-B1_Te0/0/1/5_10G;192.2.21.245/30;1500;;;10000000 Kbit;10 usec;802;
;Ethernet1/1.2490;up;up;10000 Ethernet;8478.ac1e.9842;8478.ac24.b04c;FED_RVP_ETRALI_DC2-B1_Te0/0/1/5_10G;192.2.156.82/30;1500;;;10000000 Kbit;10 usec;802;
;Ethernet1/1.2501;up;up;10000 Ethernet;8478.ac1e.9842;8478.ac24.b04c;FED_RVP_PRVSHAREDSERVICES_DC2-B1_Te0/0/1/5_10G;192.4.148.13/30;1500;;;10000000 Kbit;10 usec;802;
;Ethernet1/1.3801;up;up;10000 Ethernet;8478.ac1e.9842;8478.ac24.b04c;FED_RVP_SHAREDSERVICES_DC2-B1_Te0/0/1/5_10G;192.2.248.13/30;1500;;;10000000 Kbit;10 usec;802;
;Ethernet1/1.3901;up;up;10000 Ethernet;8478.ac1e.9842;8478.ac24.b04c;FED_RVP_RUS_DC2-B1_Te0/0/1/5_10G;192.2.8.229/30;1500;;;10000000 Kbit;10 usec;802;
;Ethernet1/2;down (Administratively down);down;10000 Ethernet;8478.ac24.b04d;8478.ac24.b04d;<*> DC2CFDZEUSA3-02_Eth1/2;;9216;auto-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/3;down (Administratively down);down;10000 Ethernet;8478.ac24.b04e;8478.ac24.b04e;<*> DC2CFDZEUSA3-02_Eth1/3;;9216;auto-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/4;up;up;10000 Ethernet;8478.ac24.b04f;8478.ac24.b04f;<*> DC2ZEUSA2-01_Eth2/14;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/5;up;up;10000 Ethernet;8478.ac24.b050;8478.ac24.b050;<*> DC2ZEUSA2-01_Eth2/15;;1500;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/6;up;up;10000 Ethernet;8478.ac24.b051;8478.ac24.b051;<*> DC2CLSZEUSA3-01_Eth2/14;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/7;up;up;10000 Ethernet;8478.ac24.b052;8478.ac24.b052;<*> DC2CLSZEUSA3-02_Eth2/14;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/8;up;up;10000 Ethernet;8478.ac24.b053;8478.ac24.b053;<*> DC2CLSZEUSB1-01_Eth1/1;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/9;up;up;10000 Ethernet;8478.ac24.b054;8478.ac24.b054;<*> DC2CLSZEUSB1-02_Eth1/1;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/10;up;up;10000 Ethernet;8478.ac24.b055;8478.ac24.b055;<*> DC2CLSZEUSB1-A3_Eth1/1;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/11;up;up;10000 Ethernet;8478.ac24.b056;8478.ac24.b056;<*> DC2CLSZEUSB1-A4_Eth1/1;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/12;up;up;10000 Ethernet;8478.ac24.b057;8478.ac24.b057;<*> DC2RETALMB1-E4_ETH1/33;;1500;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/13;up;up;10000 Ethernet;8478.ac24.b058;8478.ac24.b058;<*> DC2RtrTsmA1-p1_Te6/4;;1500;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/14;up;up;10000 Ethernet;8478.ac24.b059;8478.ac24.b059;SIGMA_DC2A4-MATRIXG-01;;1500;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/15;up;up;10000 Ethernet;8478.ac24.b05a;8478.ac24.b05a;RESERVER_SIGMA-SPAN;;1500;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/16;up;up;10000 Ethernet;8478.ac24.b05b;8478.ac24.b05b;SIGMA_DC2A4-MATRIXG-01;;1500;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/17;down (Administratively down);down;10000 Ethernet;8478.ac24.b05c;8478.ac24.b05c;<*> DC2CFDZEUSA3-02_Po10;;9216;auto-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/18;down (Administratively down);down;10000 Ethernet;8478.ac24.b05d;8478.ac24.b05d;<*> DC2CFDZEUSA3-02_Eth1/18;;9216;auto-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/19;down (SFP not inserted);down;10000 Ethernet;8478.ac1e.9842;8478.ac24.b05e;;;1500;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet1/20;up;up;10000 Ethernet;8478.ac24.b05f;8478.ac24.b05f;DC2A2-ZEUS-SDX-A1_10/1;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/21;up;up;10000 Ethernet;8478.ac24.b060;8478.ac24.b060;DC2A2-ZEUS-SDX-A1_10/2;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/22;up;up;10000 Ethernet;8478.ac24.b061;8478.ac24.b061;DC2A2-ZEUS-SDX-A1_10/3;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/23;up;up;10000 Ethernet;8478.ac24.b062;8478.ac24.b062;DC2A2-ZEUS-SDX-A1_10/4;;9216;full-duplex;10 Gb/s;10000000 Kbit;10 usec;ARPA;
;Ethernet1/24;down (SFP not inserted);down;10000 Ethernet;8478.ac1e.9842;8478.ac24.b063;reservedByX098762;;1500;auto-duplex;auto-speed;10000000 Kbit;10 usec;ARPA;
;Ethernet2/1;up;up;10000/40000 Ethernet;701f.537e.2370;701f.537e.2370;<*> DC2CFDZEUSA3-02_Eth2/1;;9216;full-duplex;40 Gb/s;40000000 Kbit;10 usec;ARPA;
;Ethernet2/2;down (Administratively down);down;10000/40000 Ethernet;8478.ac1e.9842;701f.537e.2374;RESERVED_FUTUR_L3BTOB;;1500;auto-duplex;40 Gb/s;40000000 Kbit;10 usec;ARPA;
;Ethernet2/3;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.9842;701f.537e.2378;RESERVED;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet2/4;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.9842;701f.537e.237c;RESERVED;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet2/5;up;up;10000/40000 Ethernet;701f.537e.2380;701f.537e.2380;<*> DC2CLSZEUSA2-05_Eth2/3;;9216;full-duplex;40 Gb/s;40000000 Kbit;10 usec;ARPA;
;Ethernet2/6;up;up;10000/40000 Ethernet;701f.537e.2384;701f.537e.2384;<*> DC2CLSZEUSA2-06_Eth2/3;;9216;full-duplex;40 Gb/s;40000000 Kbit;10 usec;ARPA;
;Ethernet2/7;up;up;10000/40000 Ethernet;701f.537e.2388;701f.537e.2388;<*> DC2CLSZEUSA2-07_Eth1/51;;9216;full-duplex;40 Gb/s;40000000 Kbit;10 usec;ARPA;
;Ethernet2/8;up;up;10000/40000 Ethernet;701f.537e.238c;701f.537e.238c;<*> DC2CLSZEUSA2-08_Eth1/51;;9216;full-duplex;40 Gb/s;40000000 Kbit;10 usec;ARPA;
;Ethernet2/9;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.9842;701f.537e.2390;RESERVED;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet2/10;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.9842;701f.537e.2394;RESERVED;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet2/11;up;up;10000/40000 Ethernet;701f.537e.2398;701f.537e.2398;<*> DC2CLSZEUSA3-03_ETH1_51;;9216;full-duplex;40 Gb/s;40000000 Kbit;10 usec;ARPA;
;Ethernet2/12;up;up;10000/40000 Ethernet;701f.537e.239c;701f.537e.239c;<*> DC2CLSZEUSA3-03_ETH1_51;;9216;full-duplex;40 Gb/s;40000000 Kbit;10 usec;ARPA;
;Ethernet3/1;down (Error disabled);up;10000/40000 Ethernet;247e.120b.8e10;247e.120b.8e10;<*> DC2CFDZEUSA3-02_Eth3/1;;9216;auto-duplex;40 Gb/s;40000000 Kbit;10 usec;ARPA;
;Ethernet3/2;down (Administratively down);down;10000/40000 Ethernet;8478.ac1e.9842;247e.120b.8e14;RESERVED_FUTUR_L3BTOB;;1500;auto-duplex;40 Gb/s;40000000 Kbit;10 usec;ARPA;
;Ethernet3/3;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.9842;247e.120b.8e18;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet3/4;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.9842;247e.120b.8e1c;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet3/5;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.9842;247e.120b.8e20;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet3/6;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.9842;247e.120b.8e24;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet3/7;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.9842;247e.120b.8e28;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet3/8;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.9842;247e.120b.8e2c;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet3/9;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.9842;247e.120b.8e30;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet3/10;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.9842;247e.120b.8e34;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet3/11;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.9842;247e.120b.8e38;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;Ethernet3/12;down (XCVR not inserted);down;10000/40000 Ethernet;8478.ac1e.9842;247e.120b.8e3c;;;1500;auto-duplex;auto-speed;40000000 Kbit;10 usec;ARPA;
;port-channel10;down (Administratively down);;Port-Channel;0000.0000.0000;0000.0000.0000;<*> DC2CFDZEUSA3-02_Po10;;9216;auto-duplex;10 Gb/s;100000 Kbit;10 usec;ARPA;
;port-channel11;up;;Port-Channel;701f.537e.2370;701f.537e.2370;<*> DC2CFDZEUSA3-02_Po11_INTERSWITCH;;9216;full-duplex;40 Gb/s;40000000 Kbit;10 usec;ARPA;
;port-channel52;up;;Port-Channel;8478.ac24.b051;8478.ac24.b051;<*> DC2CLSZEUSA3-01/02_Po52_VPC;;9216;full-duplex;10 Gb/s;20000000 Kbit;10 usec;ARPA;
;port-channel54;up;;Port-Channel;701f.537e.2384;701f.537e.2384;<*> DC2CLSZEUSA2-05_6_Po200;;9216;full-duplex;40 Gb/s;80000000 Kbit;10 usec;ARPA;
;port-channel56;up;;Port-Channel;701f.537e.2388;701f.537e.2388;<*> DC2CLSZEUSA2-07_8_Po202;;9216;full-duplex;40 Gb/s;80000000 Kbit;10 usec;ARPA;
;port-channel70;up;;Port-Channel;8478.ac24.b05f;8478.ac24.b05f;DC2A2-ZEUS-SDX-A1_LA1;;9216;full-duplex;10 Gb/s;20000000 Kbit;10 usec;ARPA;
;port-channel71;up;;Port-Channel;8478.ac24.b061;8478.ac24.b061;DC2A2-ZEUS-SDX-A1_LA2;;9216;full-duplex;10 Gb/s;20000000 Kbit;10 usec;ARPA;
;port-channel202;up;;Port-Channel;701f.537e.2398;701f.537e.2398;<*> DC2CLSZEUSA3-03_04_Po202;;9216;full-duplex;40 Gb/s;80000000 Kbit;10 usec;ARPA;
;port-channel4093;up;;Port-Channel;8478.ac24.b055;8478.ac24.b055;<*> DC2CLSZEUSB1-A3/A4_Po4093_VPC;;9216;full-duplex;10 Gb/s;20000000 Kbit;10 usec;ARPA;
;port-channel4094;down (No operational members);;Port-Channel;8478.ac1e.9842;0000.0000.0000;;;1500;auto-duplex;auto-speed;100000 Kbit;10 usec;ARPA;
;port-channel4095;up;;Port-Channel;8478.ac24.b054;8478.ac24.b054;<*> DC2CLSZEUSB1-01/02_Po4095_VPC;;9216;full-duplex;10 Gb/s;20000000 Kbit;10 usec;ARPA;
;loopback1;up;;;;;;192.2.20.132/32;1500;;;8000000 Kbit;5000 usec;LOOPBACK;
;loopback2;up;;;;;;192.2.30.132/32;1500;;;8000000 Kbit;5000 usec;LOOPBACK;
;loopback29;up;;;;;management_RVP_ETRALI;192.2.155.132/32;1500;;;8000000 Kbit;5000 usec;LOOPBACK;
;loopback37;up;;;;;;192.2.245.132/32;1500;;;8000000 Kbit;5000 usec;LOOPBACK;
;loopback42;up;;;;;;192.4.145.132/32;1500;;;8000000 Kbit;5000 usec;LOOPBACK;
;loopback53;up;;;;;;192.2.7.132/32;1500;;;8000000 Kbit;5000 usec;LOOPBACK;
;loopback90;up;;;;;LBK_MULTICAST_RP_RVP_RUS;192.2.7.254/32;1500;;;8000000 Kbit;5000 usec;LOOPBACK;
;Vlan1;down (Administratively down);down, autostate enabled;EtherSVI;8478.ac1e.9842;;;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan10;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;;175.128.15.252/21;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan11;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;;175.192.15.252/21;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan12;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;;175.224.15.252/21;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan15;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;;175.56.7.253/21;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan16;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;;175.56.15.253/21;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan17;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;;175.56.23.253/21;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan18;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;;175.56.31.253/21;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan19;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;;175.56.39.253/21;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan20;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;ADMIN_NAS  Internet Address is 174.129.0.252/24;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan22;down (Administratively down);down, autostate enabled;EtherSVI;8478.ac1e.9842;;PZEUS_NonRouted_Antivirus - KEEP SHUT L2 ONLY  Internet Address is 10.0.56.1/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan23;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;PZEUS_STD_FO_VARONIS  Internet Address is 175.128.23.252/21;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan24;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;IPT-SRV  Internet Address is 184.36.1.4/24;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan25;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;<> Vlan-Palantir  Internet Address is 193.105.135.252/29;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan30;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;HDI_AGILE_MARK_DC2  Internet Address is 173.1.192.252/24;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan51;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;SIPO-PHYSIQUE-PROD  Internet Address is 192.131.56.18/28;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan53;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;SIPO-PHYSIQUE-HOMO  Internet Address is 192.131.56.2/28;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan168;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;RLPIT-MULTICAST  Internet Address is 192.16.240.28/27;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan995;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NOOBA_Admin  Internet Address is 192.0.21.55/27;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan1200;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;PZEUS_INTERCO_LB  Internet Address is 175.0.0.253/24;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan1201;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;NS_INTERCO_HOMO  Internet Address is 175.0.1.253/24;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan1202;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;CFD_NS_DISPATCH_PROD  Internet Address is 175.0.2.4/29;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan1820;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;GW_SBC_DC2  Internet Address is 193.109.0.252/24;;9216;;;1000000 Kbit;10 usec;ARPA;
;Vlan2134;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;<*> FED_RDS_DC2CFDZEUSA3-02_2134_10G  Internet Address is 192.2.34.153/30;;1500;;;1000000 Kbit;10 usec;ARPA;
;Vlan2214;up;up, autostate enabled;EtherSVI;8478.ac1e.9842;;<> RIX_To_DC2CFDZEUSA3-02_PO10  Internet Address is 192.2.21.158/30;;1500;;;1000000 Kbit;10 usec;ARPA;
