hostname;INTERFACE;DESCRIPTION;VRF;IP_ADDRESS;DHCP;
SC2CFDZEUSR1-03;Vlan3001;PRVSHAREDSERVICES_To_SC2ZEUSR1-02;RVP_RUS;173.1.129.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3002;OUTSOURCING_SERVICES;RVP_RUS;173.1.131.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3003;OUTSOURCING_SERVICES;RVP_RUS;173.1.133.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3004;OUTSOURCING_SERVICES;RVP_RUS;173.1.135.252/23;184.2.37.8;
SC2CFDZEUSR1-03;Vlan3005;OUTSOURCING_SERVICES;RVP_RUS;173.1.137.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3006;OUTSOURCING_SERVICES;RVP_RUS;173.1.139.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3007;OUTSOURCING_SERVICES;RVP_RUS;173.1.141.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3008;OUTSOURCING_SERVICES;RVP_RUS;173.1.143.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3009;OUTSOURCING_SERVICES;RVP_RUS;173.1.145.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3010;OUTSOURCING_SERVICES;RVP_RUS;173.1.147.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3011;OUTSOURCING_SERVICES;RVP_RUS;173.1.149.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3012;OUTSOURCING_SERVICES;RVP_RUS;173.1.151.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3013;OUTSOURCING_SERVICES;RVP_RUS;173.1.153.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3014;OUTSOURCING_SERVICES;RVP_RUS;173.1.155.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3015;OUTSOURCING_SERVICES;RVP_RUS;173.1.157.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3016;OUTSOURCING_SERVICES;RVP_RUS;173.1.159.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3017;OUTSOURCING_SERVICES;RVP_RUS;173.1.161.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3018;OUTSOURCING_SERVICES;RVP_RUS;173.1.163.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3019;OUTSOURCING_SERVICES;RVP_RUS;173.1.165.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3020;OUTSOURCING_SERVICES;RVP_RUS;173.1.167.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3021;OUTSOURCING_SERVICES;RVP_RUS;173.1.169.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3022;OUTSOURCING_SERVICES;RVP_RUS;173.1.171.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3023;OUTSOURCING_SERVICES;RVP_RUS;173.1.173.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3024;OUTSOURCING_SERVICES;RVP_RUS;173.1.175.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3025;OUTSOURCING_SERVICES;RVP_RUS;173.1.177.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3026;OUTSOURCING_SERVICES;RVP_RUS;173.1.179.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3027;OUTSOURCING_SERVICES;RVP_RUS;173.1.181.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3028;OUTSOURCING_SERVICES;RVP_RUS;173.1.183.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3029;OUTSOURCING_SERVICES;RVP_RUS;173.1.185.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3030;OUTSOURCING_SERVICES;RVP_RUS;173.1.187.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3031;OUTSOURCING_SERVICES;RVP_RUS;173.1.189.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3032;OUTSOURCING_SERVICES;RVP_RUS;173.1.191.252/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3101;OUTSOURCING_SERVICES;PZEUS;173.2.129.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3102;PAER_NDG_REBOUND;PZEUS;173.2.131.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3103;PAE_Standard_BSC;PZEUS;173.2.133.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3104;NDG_REBOUND_PROVIDER5_SC2;PZEUS;173.2.135.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3105;NDG_REBOUND_PROVIDER6_SC2;PZEUS;173.2.137.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3106;NDG_REBOUND_PROVIDER5_SC2;PZEUS;173.2.139.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3107;NDG_REBOUND_PROVIDER6_SC2;PZEUS;173.2.141.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3108;NDG_REBOUND_PROVIDER7_SC2;PZEUS;173.2.143.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3109;NDG_REBOUND_PROVIDER8_SC2;PZEUS;173.2.145.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3110;NDG_REBOUND_PROVIDER9_SC2;PZEUS;173.2.147.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3111;NDG_REBOUND_PROVIDER10_SC2;PZEUS;173.2.149.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3112;NDG_REBOUND_PROVIDER11_SC2;PZEUS;173.2.151.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3113;NDG_REBOUND_PROVIDER12_SC2;PZEUS;173.2.153.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3114;NDG_REBOUND_PROVIDER13_SC2;PZEUS;173.2.155.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3115;NDG_REBOUND_PROVIDER14_SC2;PZEUS;173.2.157.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3116;NDG_REBOUND_PROVIDER15_SC2;PZEUS;173.2.159.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3117;NDG_REBOUND_PROVIDER16_SC2;PZEUS;173.2.161.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3118;NDG_REBOUND_PROVIDER17_SC2;PZEUS;173.2.163.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3119;NDG_REBOUND_PROVIDER18_SC2;PZEUS;173.2.165.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3120;NDG_REBOUND_PROVIDER19_SC2;PZEUS;173.2.167.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3121;NDG_REBOUND_PROVIDER20_SC2;PZEUS;173.2.169.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3122;NDG_REBOUND_PROVIDER21_SC2;PZEUS;173.2.171.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3123;NDG_REBOUND_PROVIDER22_SC2;PZEUS;173.2.173.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3124;NDG_REBOUND_PROVIDER23_SC2;PZEUS;173.2.175.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3125;NDG_REBOUND_PROVIDER24_SC2;PZEUS;173.2.177.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3126;NDG_REBOUND_PROVIDER25_SC2;PZEUS;173.2.179.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3127;NDG_REBOUND_PROVIDER26_SC2;PZEUS;173.2.181.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3128;NDG_REBOUND_PROVIDER27_SC2;PZEUS;173.2.183.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3130;NDG_REBOUND_PROVIDER29_SC2;PZEUS;173.2.187.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3131;NDG_REBOUND_PROVIDER30_SC2;PZEUS;173.2.189.253/23;184.6.20.20;
SC2CFDZEUSR1-03;Vlan3132;NDG_REBOUND_PROVIDER31_SC2;PZEUS;173.2.191.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan15;management_RVP_ETRALI;PZEUS;175.56.199.252/21;184.6.20.20;
SC2CFDZEUSR2-04;Vlan16;;PZEUS;175.56.207.252/21;184.6.20.20;
SC2CFDZEUSR2-04;Vlan17;;PZEUS;175.56.215.252/21;184.6.20.20;
SC2CFDZEUSR2-04;Vlan18;;PZEUS;175.56.223.252/21;184.6.20.20;
SC2CFDZEUSR2-04;Vlan19;;PZEUS;175.56.231.252/21;184.6.20.2;
SC2CFDZEUSR2-04;Vlan3001;PRVSHAREDSERVICES_To_SC2ZEUSR1-01;RVP_RUS;173.1.129.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3002;OUTSOURCING_SERVICES;RVP_RUS;173.1.131.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3003;OUTSOURCING_SERVICES;RVP_RUS;173.1.133.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3004;OUTSOURCING_SERVICES;RVP_RUS;173.1.135.253/23;184.2.37.8;
SC2CFDZEUSR2-04;Vlan3005;OUTSOURCING_SERVICES;RVP_RUS;173.1.137.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3006;OUTSOURCING_SERVICES;RVP_RUS;173.1.139.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3007;OUTSOURCING_SERVICES;RVP_RUS;173.1.141.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3008;OUTSOURCING_SERVICES;RVP_RUS;173.1.143.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3009;OUTSOURCING_SERVICES;RVP_RUS;173.1.145.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3010;OUTSOURCING_SERVICES;RVP_RUS;173.1.147.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3011;OUTSOURCING_SERVICES;RVP_RUS;173.1.149.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3012;OUTSOURCING_SERVICES;RVP_RUS;173.1.151.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3013;OUTSOURCING_SERVICES;RVP_RUS;173.1.153.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3014;OUTSOURCING_SERVICES;RVP_RUS;173.1.155.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3015;OUTSOURCING_SERVICES;RVP_RUS;173.1.157.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3016;OUTSOURCING_SERVICES;RVP_RUS;173.1.159.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3017;OUTSOURCING_SERVICES;RVP_RUS;173.1.161.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3018;OUTSOURCING_SERVICES;RVP_RUS;173.1.163.253/23;184.2.37.4;
SC2CFDZEUSR2-04;Vlan3019;OUTSOURCING_SERVICES;RVP_RUS;173.1.165.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3020;OUTSOURCING_SERVICES;RVP_RUS;173.1.167.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3021;OUTSOURCING_SERVICES;RVP_RUS;173.1.169.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3022;OUTSOURCING_SERVICES;RVP_RUS;173.1.171.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3023;OUTSOURCING_SERVICES;RVP_RUS;173.1.173.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3024;OUTSOURCING_SERVICES;RVP_RUS;173.1.175.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3025;OUTSOURCING_SERVICES;RVP_RUS;173.1.177.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3026;OUTSOURCING_SERVICES;RVP_RUS;173.1.179.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3027;OUTSOURCING_SERVICES;RVP_RUS;173.1.181.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3028;OUTSOURCING_SERVICES;RVP_RUS;173.1.183.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3029;OUTSOURCING_SERVICES;RVP_RUS;173.1.185.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3030;OUTSOURCING_SERVICES;RVP_RUS;173.1.187.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3031;OUTSOURCING_SERVICES;RVP_RUS;173.1.189.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3032;OUTSOURCING_SERVICES;RVP_RUS;173.1.191.253/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3101;OUTSOURCING_SERVICES;PZEUS;173.2.129.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3102;;PZEUS;173.2.131.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3103;;PZEUS;173.2.133.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3104;NDG_REBOUND_PROVIDER5_SC2;PZEUS;173.2.135.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3105;NDG_REBOUND_PROVIDER6_SC2;PZEUS;173.2.137.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3106;NDG_REBOUND_PROVIDER5_SC2;PZEUS;173.2.139.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3107;NDG_REBOUND_PROVIDER6_SC2;PZEUS;173.2.141.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3108;NDG_REBOUND_PROVIDER7_SC2;PZEUS;173.2.143.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3109;NDG_REBOUND_PROVIDER8_SC2;PZEUS;173.2.145.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3110;NDG_REBOUND_PROVIDER9_SC2;PZEUS;173.2.147.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3111;NDG_REBOUND_PROVIDER10_SC2;PZEUS;173.2.149.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3112;NDG_REBOUND_PROVIDER11_SC2;PZEUS;173.2.151.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3113;NDG_REBOUND_PROVIDER12_SC2;PZEUS;173.2.153.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3114;NDG_REBOUND_PROVIDER13_SC2;PZEUS;173.2.155.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3115;NDG_REBOUND_PROVIDER14_SC2;PZEUS;173.2.157.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3116;NDG_REBOUND_PROVIDER15_SC2;PZEUS;173.2.159.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3117;NDG_REBOUND_PROVIDER16_SC2;PZEUS;173.2.161.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3118;NDG_REBOUND_PROVIDER17_SC2;PZEUS;173.2.163.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3119;NDG_REBOUND_PROVIDER18_SC2;PZEUS;173.2.165.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3120;NDG_REBOUND_PROVIDER19_SC2;PZEUS;173.2.167.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3121;NDG_REBOUND_PROVIDER20_SC2;PZEUS;173.2.169.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3122;NDG_REBOUND_PROVIDER21_SC2;PZEUS;173.2.171.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3123;NDG_REBOUND_PROVIDER22_SC2;PZEUS;173.2.173.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3124;NDG_REBOUND_PROVIDER23_SC2;PZEUS;173.2.175.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3125;NDG_REBOUND_PROVIDER24_SC2;PZEUS;173.2.177.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3126;NDG_REBOUND_PROVIDER25_SC2;PZEUS;173.2.179.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3127;NDG_REBOUND_PROVIDER26_SC2;PZEUS;173.2.181.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3128;NDG_REBOUND_PROVIDER27_SC2;PZEUS;173.2.183.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3130;NDG_REBOUND_PROVIDER29_SC2;PZEUS;173.2.187.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3131;NDG_REBOUND_PROVIDER30_SC2;PZEUS;173.2.189.252/23;184.6.20.20;
SC2CFDZEUSR2-04;Vlan3132;NDG_REBOUND_PROVIDER31_SC2;PZEUS;173.2.191.252/23;184.6.20.20;
SC2CFDZEUSR2-04;loopback53;management_RVP_ETRALI;RVP_RUS;192.2.7.168/32;;
