hostname;PORT;NAME;STATUS;VLAN;DUPLEX;SPEED;TYPE;
AQUICFDZEUSR1-01;mgmt0;--;connected;routed;full;a-1000;--;
AQUICFDZEUSR1-01;Eth1/1;<>To_ORI-A1_Te2;connected;trunk;full;a-10G;10Gbase-SR;
AQUICFDZEUSR1-01;Eth1/2;<*> AQUICFDZEUS disabled;trunk;auto;auto;;10Gbase-SR;
AQUICFDZEUSR1-01;Eth1/3;<*> AQUICFDZEUS disabled;trunk;auto;auto;;10Gbase-SR;
AQUICFDZEUSR1-01;Eth1/4           <*>;AQUICLSZEUS;connected;trunk;full;10G;10Gbase-SR;
AQUICFDZEUSR1-01;Eth1/5           <*>;AQUICLSZEUS;connected;trunk;full;10G;10Gbase-SR;
AQUICFDZEUSR1-01;Eth1/6           <*>;AQUICLSZEUS;connected;trunk;full;10G;10Gbase-SR;
AQUICFDZEUSR1-01;Eth1/7           <*>;AQUICLSZEUS;connected;trunk;full;10G;10Gbase-SR;
AQUICFDZEUSR1-01;Eth1/8           <>;To_AQUIZEUSR;connected;trunk;full;a-10G;10Gbase-SR;
AQUICFDZEUSR1-01;Eth1/9           <>;To_AQUIZEUSR;connected;trunk;full;a-10G;10Gbase-SR;
AQUICFDZEUSR1-01;Eth1/10          SIGMA_IDS;_AQUI;connected;1;full;a-10G;10Gbase-SR;
AQUICFDZEUSR1-01;Eth1/11          SIGMA_IDS;_AQUI;connected;1;full;a-10G;10Gbase-SR;
AQUICFDZEUSR1-01;Eth1/12          SIGMA_IDS;_AQUI;connected;1;full;a-10G;10Gbase-SR;
AQUICFDZEUSR1-01;Eth1/13          <*>;AQUIR1-MKTP;connected;trunk;full;a-10G;10Gbase-SR;
AQUICFDZEUSR1-01;Eth1/14          <*>;AQUIR1-MKTP;connected;trunk;full;a-10G;10Gbase-SR;
AQUICFDZEUSR1-01;Eth1/15;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/16;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/17;<*> AQUICFDZEUS disabled;trunk;auto;auto;;10Gbase-SR;
AQUICFDZEUSR1-01;Eth1/18;<*> AQUICFDZEUS disabled;trunk;auto;auto;;10Gbase-SR;
AQUICFDZEUSR1-01;Eth1/19;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/20;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/21;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/22;--;disabled;routed;auto;auto;10Gbase-SR;
AQUICFDZEUSR1-01;Eth1/23;--;disabled;routed;auto;auto;10Gbase-SR;
AQUICFDZEUSR1-01;Eth1/24;--;disabled;routed;auto;auto;1000base-SX;
AQUICFDZEUSR1-01;Eth1/25;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/26;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/27;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/28;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/29;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/30;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/31;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/32;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/33;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/34;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/35;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/36;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/37;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/38;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/39;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/40;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/41;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/42;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/43;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/44;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/45;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/46;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/47;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth1/48;--;disabled;routed;auto;auto;10Gbase-SR;
AQUICFDZEUSR1-01;Eth2/1           <*>;AQUICFDZEUS;connected;trunk;full;40G;QSFP+ BiDi;
AQUICFDZEUSR1-01;Eth2/2;RESERVED_FUTUR_;disabled;routed;auto;auto;QSFP+ BiDi;
AQUICFDZEUSR1-01;Eth2/3;RESERVED;xcvrAbsen;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth2/4;RESERVED;xcvrAbsen;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth2/5           <*>;AQUICLSZEUS;connected;trunk;full;40G;QSFP+ BiDi;
AQUICFDZEUSR1-01;Eth2/6           <*>;AQUICLSZEUS;connected;trunk;full;40G;QSFP+ BiDi;
AQUICFDZEUSR1-01;Eth5/1           <*>;AQUICFDZEUS;connected;trunk;full;40G;QSFP+ BiDi;
AQUICFDZEUSR1-01;Eth5/2;RESERVED_FUTUR_;xcvrAbsen;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth5/3;--;xcvrAbsen;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth5/4;--;xcvrAbsen;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth5/5;--;xcvrAbsen;routed;auto;auto;--;
AQUICFDZEUSR1-01;Eth5/6;--;xcvrAbsen;routed;auto;auto;--;
AQUICFDZEUSR1-01;Po10;<*> AQUICFDZEUS disabled;trunk;auto;auto;;--;
AQUICFDZEUSR1-01;Po11             <*>;AQUICFDZEUS;connected;trunk;full;40G;--;
AQUICFDZEUSR1-01;Po54             <*>;AQUICLSZEUS;connected;trunk;full;40G;--;
AQUICFDZEUSR1-01;Po55;--;noOperMem;routed;auto;auto;--;
AQUICFDZEUSR1-01;Po64             <*>;AQUIR1-MKTP;connected;trunk;full;a-10G;--;
AQUICFDZEUSR1-01;Po80             SIGMA_IDS;_AQUI;connected;1;full;a-10G;--;
AQUICFDZEUSR1-01;Po81;--;noOperMem;routed;auto;auto;--;
AQUICFDZEUSR1-01;Po4090           <*>;AQUICLSZEUS;connected;trunk;full;10G;--;
AQUICFDZEUSR1-01;Po4091;--;noOperMem;routed;auto;auto;--;
AQUICFDZEUSR1-01;Po4094           <*>;AQUICLSZEUS;connected;trunk;full;10G;--;
AQUICFDZEUSR1-01;Po4095;--;noOperMem;routed;auto;auto;--;
AQUICFDZEUSR1-01;Lo37;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Lo42;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Lo53;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Lo90;LBK_MULTICAST_R;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan1;--;down;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan10;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan11;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan12;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan15;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan16;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan17;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan18;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan19;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan20;ADMIN_NAS;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan22;PZEUS_NonRouted_An;down;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan23;PZEUS_STD_FO_VARON;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan30;HDI_AGILE_MARK_AQU;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan995;Int_Admin_NOOBA_IB;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan2501;PRVSHAREDSERVICES_;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan2503;PRVSHAREDSERVICES_;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3001;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3002;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3003;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3004;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3005;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3006;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3007;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3008;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3009;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3010;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3011;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3012;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3013;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3014;OUTSOURCING_GIMS-S;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3015;OUTSOURCING_GIMS-S;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3016;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3017;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3018;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3019;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3020;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3021;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3022;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3023;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3024;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3025;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3026;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3027;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3028;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3029;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3030;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3031;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3032;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3033;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3034;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3035;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3036;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3037;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3038;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3039;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3040;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3041;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3042;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3043;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3044;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3045;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3046;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3047;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3048;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3101;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3102;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3103;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3104;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3105;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3106;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3107;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3108;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3109;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3110;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3111;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3112;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3113;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3114;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3115;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3116;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3117;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3118;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3119;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3120;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3121;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3122;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3123;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3124;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3125;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3126;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3127;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3128;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3129;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3130;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3131;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3132;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3801      <>;To_ORI-A1_Te2/5;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3803      <>;To_AQUIZEUSR1-0;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3901      <>;To_ORI-A1_Te2/5;connected;routed;auto;auto;--;
AQUICFDZEUSR1-01;Vlan3903;<> To_AQUICFDZEUSR connected;routed;auto;auto;;--;
AQUICFDZEUSR1-02;mgmt0;--;connected;routed;full;a-1000;--;
AQUICFDZEUSR1-02;Eth1/1;<>To_ORI-A2_Te2;connected;trunk;full;a-10G;10Gbase-SR;
AQUICFDZEUSR1-02;Eth1/2;<*> AQUICFDZEUS disabled;trunk;auto;auto;;10Gbase-SR;
AQUICFDZEUSR1-02;Eth1/3;<*> AQUICFDZEUS disabled;trunk;auto;auto;;10Gbase-SR;
AQUICFDZEUSR1-02;Eth1/4           <*>;AQUICLSZEUS;connected;trunk;full;10G;10Gbase-SR;
AQUICFDZEUSR1-02;Eth1/5           <*>;AQUICLSZEUS;connected;trunk;full;10G;10Gbase-SR;
AQUICFDZEUSR1-02;Eth1/6           <*>;AQUICLSZEUS;connected;trunk;full;10G;10Gbase-SR;
AQUICFDZEUSR1-02;Eth1/7           <*>;AQUICLSZEUS;connected;trunk;full;10G;10Gbase-SR;
AQUICFDZEUSR1-02;Eth1/8           <>;To_AQUIZEUSR;connected;trunk;full;a-10G;10Gbase-SR;
AQUICFDZEUSR1-02;Eth1/9           <>;To_AQUIZEUSR;connected;trunk;full;a-10G;10Gbase-SR;
AQUICFDZEUSR1-02;Eth1/10          SIGMA_IDS;_AQUI;connected;1;full;a-10G;10Gbase-SR;
AQUICFDZEUSR1-02;Eth1/11          SIGMA_IDS;_AQUI;connected;1;full;a-10G;10Gbase-SR;
AQUICFDZEUSR1-02;Eth1/12          SIGMA_IDS;_AQUI;connected;1;full;a-10G;10Gbase-SR;
AQUICFDZEUSR1-02;Eth1/13          <*>;AQUIR1-MKTP;connected;trunk;full;a-10G;10Gbase-SR;
AQUICFDZEUSR1-02;Eth1/14          <*>;AQUIR1-MKTP;connected;trunk;full;a-10G;10Gbase-SR;
AQUICFDZEUSR1-02;Eth1/15;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth1/16;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth1/17;<*> AQUICFDZEUS disabled;trunk;auto;auto;;10Gbase-SR;
AQUICFDZEUSR1-02;Eth1/18;<*> AQUICFDZEUS disabled;trunk;auto;auto;;10Gbase-SR;
AQUICFDZEUSR1-02;Eth1/19;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth1/20;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth1/21;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth1/22;--;disabled;routed;auto;auto;10Gbase-SR;
AQUICFDZEUSR1-02;Eth1/23;--;disabled;routed;auto;auto;10Gbase-SR;
AQUICFDZEUSR1-02;Eth1/24;--;disabled;routed;auto;auto;1000base-SX;
AQUICFDZEUSR1-02;Eth1/25;--;disabled;routed;auto;auto;10Gbase-SR;
AQUICFDZEUSR1-02;Eth1/26;--;disabled;routed;auto;auto;10Gbase-SR;
AQUICFDZEUSR1-02;Eth1/27;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth1/28;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth1/29;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth1/30;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth1/31;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth1/32;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth1/33;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth1/34;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth1/35;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth1/36;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth1/37;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth1/38;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth1/39;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth1/40;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth1/41;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth1/42;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth1/43;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth1/44;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth1/45;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth1/46;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth1/47;--;sfpAbsent;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth1/48;--;disabled;routed;auto;auto;10Gbase-SR;
AQUICFDZEUSR1-02;Eth2/1           <*>;AQUICFDZEUS;connected;trunk;full;40G;QSFP+ BiDi;
AQUICFDZEUSR1-02;Eth2/2;RESERVED_FUTUR_;disabled;routed;auto;auto;QSFP+ BiDi;
AQUICFDZEUSR1-02;Eth2/3;RESERVED;xcvrAbsen;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth2/4;RESERVED;xcvrAbsen;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth2/5           <*>;AQUICLSZEUS;connected;trunk;full;40G;QSFP+ BiDi;
AQUICFDZEUSR1-02;Eth2/6           <*>;AQUICLSZEUS;connected;trunk;full;40G;QSFP+ BiDi;
AQUICFDZEUSR1-02;Eth5/1           <*>;AQUICFDZEUS;connected;trunk;full;40G;QSFP+ BiDi;
AQUICFDZEUSR1-02;Eth5/2;RESERVED_FUTUR_;xcvrAbsen;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth5/3;--;xcvrAbsen;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth5/4;--;xcvrAbsen;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth5/5;--;xcvrAbsen;routed;auto;auto;--;
AQUICFDZEUSR1-02;Eth5/6;--;xcvrAbsen;routed;auto;auto;--;
AQUICFDZEUSR1-02;Po10;--;disabled;trunk;auto;auto;--;
AQUICFDZEUSR1-02;Po11             <*>;AQUICFDZEUS;connected;trunk;full;40G;--;
AQUICFDZEUSR1-02;Po55             <*>;AQUICLSZEUS;connected;trunk;full;40G;--;
AQUICFDZEUSR1-02;Po65             <*>;AQUIR1-MKTP;connected;trunk;full;a-10G;--;
AQUICFDZEUSR1-02;Po81             SIGMA_IDS;_AQUI;connected;1;full;a-10G;--;
AQUICFDZEUSR1-02;Po4091           <*>;AQUICLSZEUS;connected;trunk;full;10G;--;
AQUICFDZEUSR1-02;Po4095           <*>;AQUICLSZEUS;connected;trunk;full;10G;--;
AQUICFDZEUSR1-02;Lo37;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Lo42;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Lo53;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Lo90;LBK_MULTICAST_R;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan1;--;down;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan10;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan11;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan12;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan15;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan16;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan17;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan18;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan19;--;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan20;ADMIN_NAS;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan22;PZEUS_NonRouted_An;down;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan23;PZEUS_STD_FO_VARON;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan30;HDI_AGILE_MARK_DC2;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan995;Int_Admin_NOOBA_IB;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan2502;PRVSHAREDSERVICES_;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan2503;PRVSHAREDSERVICES_;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3001;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3002;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3003;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3004;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3005;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3006;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3007;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3008;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3009;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3010;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3011;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3012;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3013;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3014;OUTSOURCING_GIMS-S;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3015;OUTSOURCING_GIMS-S;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3016;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3017;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
AQUICFDZEUSR1-02;Vlan3018;OUTSOURCING_PROVID;connected;routed;auto;auto;--;
