hostname;PORT;NAME;STATUS;VLAN;DUPLEX;SPEED;TYPE;
SC2CFDZEUSR2-04;Eth6/9;--;xcvrAbsen;routed;auto;auto;--;
SC2CFDZEUSR2-04;Eth6/10;--;xcvrAbsen;routed;auto;auto;--;
SC2CFDZEUSR2-04;Eth6/11;--;xcvrAbsen;routed;auto;auto;--;
SC2CFDZEUSR2-04;Eth6/12;--;xcvrAbsen;routed;auto;auto;--;
SC2CFDZEUSR2-04;Eth6/13;--;xcvrAbsen;routed;auto;auto;--;
SC2CFDZEUSR2-04;Eth6/14;--;xcvrAbsen;routed;auto;auto;--;
SC2CFDZEUSR2-04;Eth6/15;--;xcvrAbsen;routed;auto;auto;--;
SC2CFDZEUSR2-04;Eth6/16;--;xcvrAbsen;routed;auto;auto;--;
SC2CFDZEUSR2-04;Eth6/17;--;xcvrAbsen;routed;auto;auto;--;
SC2CFDZEUSR2-04;Eth6/18;--;xcvrAbsen;routed;auto;auto;--;
SC2CFDZEUSR2-04;Eth6/19;--;xcvrAbsen;routed;auto;auto;--;
SC2CFDZEUSR2-04;Eth6/20;--;xcvrAbsen;routed;auto;auto;--;
SC2CFDZEUSR2-04;Eth6/21;--;xcvrAbsen;routed;auto;auto;--;
SC2CFDZEUSR2-04;Eth6/22;--;xcvrAbsen;routed;auto;auto;--;
SC2CFDZEUSR2-04;Eth6/23;--;disabled;routed;auto;auto;QSFP+ BiDi;
SC2CFDZEUSR2-04;Eth6/24;--;disabled;routed;auto;auto;QSFP+ BiDi;
SC2CFDZEUSR2-04;Po10;<> DontActive_m disabled;trunk;auto;auto;;--;
SC2CFDZEUSR2-04;Po11             <>;SC2CFDZEUSR1;connected;trunk;full;40G;--;
SC2CFDZEUSR2-04;Po70;SC2BJV-ZEUS-SDX;connected;trunk;full;a-10G;--;
SC2CFDZEUSR2-04;Po71;SC2BJV-ZEUS-SDX;connected;trunk;full;a-10G;--;
SC2CFDZEUSR2-04;Po81;Sigma_IDS_SC2AS;connected;1;full;a-10G;--;
SC2CFDZEUSR2-04;Po4087           <*>;SC2CLSZEUSR;connected;trunk;full;40G;--;
SC2CFDZEUSR2-04;Po4088           <>;To_SC2ZEUSR1;connected;trunk;full;a-10G;--;
SC2CFDZEUSR2-04;Po4089;--;noOperMem;routed;auto;auto;--;
SC2CFDZEUSR2-04;Po4090;--;noOperMem;routed;auto;auto;--;
SC2CFDZEUSR2-04;Po4091           <>;To_SC2ZEUSR1;connected;trunk;full;a-10G;--;
SC2CFDZEUSR2-04;Po4092;--;noOperMem;routed;auto;auto;--;
SC2CFDZEUSR2-04;Po4093           <*>;SC2CLSZEUSR;connected;trunk;full;a-10G;--;
SC2CFDZEUSR2-04;Po4094;--;noOperMem;routed;auto;auto;--;
SC2CFDZEUSR2-04;Po4095           <*>;SC2CLSZEUSR;connected;trunk;full;a-10G;--;
SC2CFDZEUSR2-04;Lo29;management_RVP_;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Lo53;--;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan1;--;down;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan10;--;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan11;--;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan12;--;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan15;--;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan16;--;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan17;--;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan18;--;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan19;--;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan20;ADMIN_NAS_SC2;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan24;IPT-SRV;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan55;SIPO-PHYSIQUE-BACK;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan1200;PZEUS_INTERCO_LB;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan1201;NS_INTERCO_HOMO;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan1202;CFD_NS_DISPATCH_PR;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan1500;NOOBA_Admin_IB_SC2;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan1820;GW_SBC_DC2;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan2492      <>;SC2CFDZEUSR2-04;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan2503;PRVSHAREDSERVICES_;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3001;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3002;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3003;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3004;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3005;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3006;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3007;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3008;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3009;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3010;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3011;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3012;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3013;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3014;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3015;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3016;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3017;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3018;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3019;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3020;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3021;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3022;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3023;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3024;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3025;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3026;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3027;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3028;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3029;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3030;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3031;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3032;OUTSOURCING_SERVIC;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3101;--;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3102;--;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3103;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3104;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3105;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3106;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3107;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3108;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3109;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3110;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3111;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3112;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3113;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3114;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3115;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3116;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3117;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3118;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3119;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3120;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3121;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3122;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3123;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3124;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3125;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3126;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3127;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3128;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3129;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3130;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3131;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3132;NDG_REBOUND_PROVID;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3803      <>;To_SC2ZEUSR1-02;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3877;Lan_TSM_SHARED_SER;connected;routed;auto;auto;--;
SC2CFDZEUSR2-04;Vlan3903;<> To_SC2CFDZEUSR1 connected;routed;auto;auto;;--;
SC2CFDZEUSR2-04;;;;;;;;
